全国地方公共団体コード,ID,都道府県,市区町村名,名称,名称_カナ,設置目的,実施支援の主な区分,住所,方書,緯度,経度,電話番号1,電話番号1_連絡先備考,電話番号2,電話番号2_連絡先備考,内線番号,FAX番号,URL,メールアドレス1,メールアドレス1_連絡先備考,メールアドレス2,メールアドレス2_連絡先備考,法人番号,運営団体名,開催頻度,開催曜日,開催日,開催開始時間,開催終了時間,開催日時特記事項,参加条件,参加費_幼児,参加費_小学生,参加費_中学生,参加費_高校生,参加費_大人,参加費特記事項,予約方法,予約特記事項,定員,フードパントリー実施,テイクアウト実施,学区,ネットワークの加入,追加情報NO,画像,画像_ライセンス,備考
131067,4,東京都,台東区,よみせ通りいこいの家,ヨミセドオリイコイノイエ,栄養バランスの取れた食事を提供することにより、子供が集い、交流する場の提供及び子供の交流の促進,学習支援;フードパントリー,東京都台東区谷中3-2-9,よみせ通りいこいの家,35.72525,139.76474,080-5449-8023,,,,,(03)3944-1324,https://tokyo-health.coop/ikoinoie/index.html,,,,,,東京保健生活協同組合,4,火木,毎月第三火曜日とその直後の木曜日,18:00,19:00,,児童の保護者は対象外,0,0,0,0,0,,,,,1,1,,,,,,
131067,5,東京都,台東区,Kids Café,キッズカフェ,栄養バランスの取れた食事を提供することにより、子供が集い、交流する場の提供及び子供の交流の促進,フードパントリー,住所は非公開,,35.69804,139.78105,(03)5822-5371,,,,,(03)5822-5372,https://2hj.org/,,,,,,認定ＮＰＯ法人セカンドハーベスト・ジャパン,3,,非公開,,,,なし,0,0,0,0,0,,,,,1,1,,,,,,住所は非公開
131067,6,東京都,台東区,まなび部子供食堂,マナビブコドモショクドウ,栄養バランスの取れた食事を提供することにより、子供が集い、交流する場の提供及び子供の交流の促進,学習支援,東京都台東区谷中4-2-33,本通寺,35.72292,139.76784,090-1760-3794,,,,,,https://manabibu.tokyo/,manabibu24@gmail.com,,,,,特定非営利活動法人　まなび部,5,金,毎月最終金曜日,17:30,18:30,,高校生は対象外,0,0,0,0,300,,,,,,1,,,,,,
131067,7,東京都,台東区,もぐもぐ子供食堂,モグモグコドモショクドウ,栄養バランスの取れた食事を提供することにより、子供が集い、交流する場の提供及び子供の交流の促進,該当なし,東京都台東区東上野3-32-15,上野成就院,35.71062,139.78235,(03)3831-2534,,,,,(03)6803-0063,http://jyojyuin.o.oo7.jp/index.html,ak-fukuda@nifty.com,,,,,成就院,5,火,毎月第一火曜日,17:00,19:30,,なし,0,0,0,0,200,,,,,,1,,,,,,
131083,,東京都,江東区,江東中学生勉強会,コウトウチュウガクセイベンキョウカイ,,,東京都江東区亀戸7-41-16,青少年交流プラザ,35.69688,139.83687,090-2161-1963,,,,,,,usausa@js5.so-net.ne.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,みなみすなこども食堂,ミナミスナコドモショクドウ,,,東京都江東区南砂4-3-12,,35.67444,139.8271,(03)5633-7173,,,,,,http://www.facebook.com/pokapokakodomo/,espoir-yawara@wg7.so-net.ne.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,亀戸ふれあい食堂,カメドフレアイショクドウ,,,東京都江東区亀戸9-33-2-101,亀戸ふれあいセンター,35.70026,139.84148,(03)5609-8822,,,,,,,kameido-fureai@foryou.or.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,たつみこども食堂,タツミコドモショクドウ,,,東京都江東区辰巳1,辰巳団地,35.64818,139.80902,080-7898-0217,,,,,,http://www.facebook.com/pokapokakodomo/,espoir-yawara@wg7.so-net.ne.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,もんなかこども食堂,モンナカコドモショクドウ,,,東京都江東区深川1-11-4,2F,35.67833,139.79643,(03)6458-5420,,,,,,http://www.facebook.com/monnakakodomo/,monnakakodomo@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,下町こどもダイニング,シタマチコドモダイニング,,,東京都江東区東陽2-2-20,東京YMCA東陽町コミュニティーセンター,35.66646,139.81602,(03)3615-5565,,,,,,http://bit.ly/2KaOAqY,toyocomu@tokyoymca.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,すなまちよっちゃん家こども食堂,スナマチヨッチャンイエコドモショクドウ,,,東京都江東区東砂7-9-13,,35.67155,139.84044,090-7831-5609,,,,,,http://www.facebook.com/sunamachikodomo/,sunamachikodomo@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,つみき子ども食堂,ツミキコドモショクドウ,,,東京都江東区大島7-41-4,来集軒,35.69278,139.84319,(03)3638-2734,,,,,,,ume.0128@icloud.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,こども食堂ヤミー！,コドモショクドウヤミー,,,東京都江東区枝川1-6-18,枝川西地区集会所,35.65729,139.80365,,,,,,,http://www.facebook.com/kodomo.yummy/,kodomoyummy@yahoo.co.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,東陽子ども食堂スマイル,トウヨウコドモショクドウスマイル,,,東京都江東区東陽4-11-1,東陽東地区集会所2階,35.67309,139.81746,(03)5875-0856,,,,,,,kodomoshokudo-smile@cpost.plala.or.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,ぼたんこども食堂,ポタンコドモショクドウ,,,東京都江東区牡丹3-6-5,牡丹町商店街会館2階,35.66899,139.79771,,,,,,,https://ameblo.jp/botan-kodomosyokudou/,botan.kodomosyokudou@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,無印良品東京有明こども食堂,ムジルシリョウヒントウキョウアリアケコドモショクドウ,,,東京都江東区有明2-1-7,モール＆スパ棟1階,35.63832,139.79355,(03)6380-7818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,食育カフェEDEN,ショクイクカフェエデン,,,東京都江東区豊洲5,,35.6511,139.79648,,,,,,,,edennokuni@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,グリーンタイガーこども食堂,グリーンタイガーコドモショクドウ,,,東京都江東区亀戸4-21-18,亀戸北地区集会所,35.70258,139.82635,,,,,,,https://greentiger.jp/,info@greentiger.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,たかもり食堂,タカモリショクドウ,,,東京都江東区森下3-12-17,高森地区集会所,35.68486,139.80185,090-4123-8283,,,,,,https://www.facebook.com/106843082108061/,takamori.tsumugi@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,佐賀町パパスこども食堂,サガマチパパスコドモショクドウ,,,東京都江東区佐賀1-16-6,レストランパパス,35.67656,139.79102,(03)3630-6540,,,,,,http://sagacho-papas.com,sagacho-papas@outlook.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,フローレンスの保育園こども食堂みんつく東雲,フローレンスノホイクエンコドモショクドウミンツクシノノメ,,,東京都江東区東雲2-1-22,キャッスルビル東雲2階（みんなのみらいをつくる保育園東雲）,35.64396,139.8009,(03)6380-7421,,,,,,http://mirai.florence.or.jp/minnanomirai/shinonome/,mintsuku-shinonome@florence.or.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,深川姉御家『健康&食育』こども食堂,フカガワアネゴヤケンコウショクイクコドモショクドウ,,,東京都江東区深川2-6-2,泉屋ビル1階奥,35.67482,139.79643,(03)5875-9803,,,,,,https://www.instagram.com/anegoyafukagawa,anegoyadesu@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,すずね食堂,スズネショクドウ,,,東京都江東区大島4-16-6,大島4丁目町会会館,35.68779,139.83118,,,,,,,,cok76ty382@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,丸盛,マルモリ,,,東京都江東区南砂2-3-1-106,,35.6719,139.82301,,,,,,,,xiaoli@i.softbank.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,ぐっち子ども食堂,グッチコドモショクドウ,,,東京都江東区北砂4-34-2,,35.67681,139.83363,(03)6458-4965,,,,,,https://www.facebook.com/gucchikodomo,taniguchi@fpestate.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,子ども食堂りとるふぉれすと,コドモシュオクドウリトルフォレスト,,,東京都江東区扇橋3-22-2,パルシティ江東,35.68417,139.82024,080-1162-4100,,(080)3437-0307,,,,https://littleforest.my.canva.site/,kodomosyokudo.koto@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,チア食堂すた～でぃあむ☆,チアショクドウスターディアム,,,東京都江東区門前仲町1-13-12,HYPERMIX門前仲町,35.6735,139.79523,(03)5875-9008,,,,,,https://stardium.jp,info@stardium.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,いちばん星子ども食堂,イチバンボシコドモショクドウ,,,東京都江東区森下1-5-12,,35.68657,139.7981,(03)6659-6254,,(090)1113-4130,,,,https://www.instagram.com/polaris_kodama,polaris.kodama@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,クロモンこども食堂,クロモンコドモショクドウ,,,東京都品川区北品川1丁目周辺,,35.62234,139.74002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,ちゃいるどべーす品川（旧Pistaのこども食堂品川）,チャイルドベースシナガワ,,,東京都品川区西中延1-2-8 平塚橋ゆうゆうﾌﾟﾗｻﾞ,,35.61446,139.70914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,となんこども食堂,トナンコドモショクドウ,,,東京都品川区南品川6-6-7   ,,35.61185,139.73991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,ぬくもりこども食堂,ヌクモリコドモショクドウ,,,東京都品川区大井3-3-4  在日大韓基督協会 品川教会1F,,35.60347,139.73108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,子ども食堂　ふたば,コドモショクドウフタバ,,,東京都品川区二葉4-21-4 二葉4丁目会館内,,35.60197,139.71689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,宿題外来,シュクダイガイライ,,,東京都品川区豊町4-18-21 ゆたか診療所内3F｢ゆたかの家｣,,35.60606,139.72057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,子どもゆめ食堂　だんらん,コドモユメショクドウダンラン,,,東京都品川区西大井2-5-21(ｳｪﾙｶﾑｾﾝﾀｰ原),,35.59925,139.72263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,東五反田食堂,ヒガシゴタンダショクドウ,,,東京都品川区東五反田4-11-6 東五反田倶楽部･地域交流ｽﾍﾟｰｽ,,35.62998,139.72575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,やしお食堂（旧けめとも子ども食堂）,ヤシオショクドウ,,,東京都品川区八潮5-6-37-109,,35.59659,139.7496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,こども食堂　ビストロ　ウッフ,コドモショクドウビストロウッフ,,,東京都品川区中延6-3-14,,35.6032,139.71274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,こども食堂　あかゆ,コドモショクドウアカユ,,,東京都品川区小山4-1-6 ﾌｧｰｽﾄOKﾋﾞﾙ101,,35.61945,139.70203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,福栄みらい塾,フクエイミライジュク,,,東京都品川区東品川3-1-8 福栄会内,,35.61698,139.7466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,オリーブの樹,オリーブノキ,,,東京都品川区東大井2-23-3 KPﾋﾞﾙ2F,,35.59859,139.73853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,こども食堂ｗａｉｗａｉ,コドノショクドウワイワイ,,,東京都品川区中延4-4-1,,35.60606,139.71178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,なるとキッチン子ども食堂,ナルトキッチンコドモショクドウ,,,東京都品川区西五反田 2-26-4 桔梗ﾋﾞﾙ1F,,35.62507,139.72034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,トントンみんなの子ども食堂,トントンミンナノコドモショクドウ,,,東京都品川区二葉3-3-5,,35.60262,139.71925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,子ども食堂ぬまフェス！！,コドモショクドウヌマフェス,,,東京都品川区中延4-19-9,,35.60426,139.71048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,てしおこども食堂,テシオコドモショクドウ,,,東京都品川区小山6-5-10千代田ﾋﾞﾙ1F,,35.61465,139.69873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,スタジオMINAMI子ども食堂部,スタジオマナミコドモショクドウブ,,,東京都品川区中延1-10-19,,35.61276,139.71071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,けめカフェ（旧けめとも×うたちか食堂）,ケメカフェ,,,東京都品川区西大井2-4-14,,35.5998,139.72235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,旗の台ひかりっ子食堂,ハタノダイヒカリッコショクドウ,,,東京都品川区旗の台6-22-24 日本聖公会三光教会,,35.60713,139.70148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,みつばちマーヤこども食堂,ミツバチマーヤコドモショクドウ,,,東京都品川区荏原7-6-9 摩耶寺会館2階,,35.61165,139.70058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,ComidasTKD子ども食堂,コミダスティーケーディーコドモショクドウ,,,東京都品川区大崎3-10-16 1階,,35.61957,139.72372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,あーちゃんの子ども食堂,アーチャンノコドモショクドウ,,,東京都品川区西品川2-5-10 三ﾂ木会館,,35.61407,139.72748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,歌の力子ども食堂,ウタノチカラコドモショクドウ,,,東京都品川区大井2-27-15,,35.60418,139.73032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,クラブ・ターニー,クラブターニー,,,東京都品川区大崎1-2-2 ｱｰﾄｳﾞｨﾚｯｼﾞ大崎ｾﾝﾄﾗﾙﾀﾜｰ2階,,35.62298,139.72675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,しなちる子ども食堂,シナチルコドモショクドウ,,,東京都品川区南大井1-1-18-1階,,35.59733,139.73775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,ゆたか子ども食堂,ユタカコドモショクドウ,,,東京都品川区豊町4-10-9,,35.60676,139.72345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,はたのだい子ども食堂,ハタノダイコドモショクドウ,,,東京都品川区旗の台3-2-9ぷらりす湯〜亀･SUN3F,,35.60555,139.70651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,かもめこども食堂,カモメコドモショクドウ,,,東京都品川区東品川1-29-6,,35.62003,139.74367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,レガーメ子ども食堂,レガーメコドモショクドウ,,,東京都品川区戸越6-5-5 SMK株式会社内｢Chai夢,,35.60838,139.71623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,西大井ひかり食堂,ニシオオイヒカリショクドウ,,,東京都品川区西大井2-4-4,,35.5998,139.72235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,まるごはんこども食堂,マルゴハンコドモショクドウ,,,東京都品川区西五反田4-31-23,,35.62677,139.71368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,かみしながわ食堂,カミシナガワショクドウ,,,東京都品川区南品川4-15-11,,35.61295,139.73901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,こども食堂はなおか,コドモショクドウハナオカ,,,東京都品川区東品川3-32-10 東品川ゆうゆうﾌﾟﾗｻﾞ1F,,35.61488,139.75073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,しーしーきっちん子ども食堂,シーシーキッチンコドモショクドウ,,,東京都品川区南品川2-9-2 ｢しこみ処｣,,35.61428,139.74323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,こどもダイニングほかげ,コドモダイニングホカゲ,,,東京都品川区中延6-1-21,,35.60332,139.71011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131091,,東京都,品川区,子ども食堂ひよこ,コドモショクドウヒヨコ,,,東京都品川区八潮5-10-27 八潮地域ｾﾝﾀｰ,,35.59938,139.75262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131105,1,東京都,目黒区,こどもば食堂＠上目黒,コドモバショクドウアットカミメグロ,,,東京都目黒区祐天寺2-6-6,,35.63697,139.69362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131105,2,東京都,目黒区,こどもば食堂＠中央町,コドモバショクドウアットチュウオウチョウ,,,東京都目黒区中央町2-4-18,,35.63204,139.69209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131105,3,東京都,目黒区,かみめみんなの食堂,カミメミンナノショクドウ,,,東京都目黒区祐天寺2-6-6,,35.63697,139.69362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131105,4,東京都,目黒区,おてらでごはん,オテラデゴハン,,,東京都目黒区中目黒5-24-53,,35.63603,139.6965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131105,5,東京都,目黒区,ゆとり会議室,ユトリカイギシツ,,,東京都目黒区目黒区鷹番3-12-3,,35.63609,139.71094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131105,6,東京都,目黒区,ちゃいるどべーす目黒本町,チャイルドベース メグロホンチョウ,,,東京都目黒区目黒本町2-1-20,,35.62535,139.69501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131105,7,東京都,目黒区,すずめ食堂,スズメショクドウ,,,東京都目黒区碑文谷3-15-5,,35.61783,139.68405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131105,8,東京都,目黒区,とりつだい処,トリツダイドコロ,,,東京都目黒区八雲1-10-5,,35.61869,139.67204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131105,9,東京都,目黒区,ECO膳,エコゼン,,,東京都目黒区東が丘1-7-14,,35.62726,139.67023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131105,10,東京都,目黒区,まると食堂,マルトショクドウ,,,東京都目黒区青葉台2-10-18,,35.6507,139.69528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131105,11,東京都,目黒区,おやこカフェ,オヤコカフェ,,,東京都目黒区目黒本町4-3-14,,35.6235,139.69769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131113,AA0100000001,東京都,大田区,こども食堂ﾋﾛ,コドモショクドウヒロ,,,東京都大田区南千束2-18-13 ﾊｰﾌﾞﾃｨｰHIRO,,35.60406,139.68806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131113,AA0100000002,東京都,大田区,大岡山こども食堂,オオオカヤマコドモショクドウ,,,東京都大田区北千束3-20-8 ｽﾀｰﾊﾞﾚｰ2 1F Salon&Cafe ToiToiToi,,35.60474,139.68628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住所中の「2」は、正しくはローマ数字「Ⅱ」
131113,AA0100000003,東京都,大田区,ﾏﾑｱｲﾅ,マムアイナ,,,東京都大田区田園調布本町1-35-9 QOL CafeMamAina,,35.58434,139.67935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131113,AA0100000004,東京都,大田区,嶺町こども食堂みんなでごはん,ミネマチコドモショクドウミンナデゴハン,,,東京都大田区田園調布本町7-1 嶺町文化ｾﾝﾀｰ2F,,35.58739,139.6768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131113,AA0100000005,東京都,大田区,田園調布子ども食堂ともこｷｯﾁﾝ,デンエンチョウフコドモショクドウトモコキッチン,,,東京都大田区田園調布4丁目,,35.5938,139.66182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131113,AA0100000006,東京都,大田区,ｶﾌｪｷｬﾋﾞﾝ,カフェキャビン,,,東京都大田区南雪谷5-3-12 CAFE CABIN,,35.58976,139.6882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131113,AA0100000007,東京都,大田区,たんぽぽ食堂,タンポポショクドウ,,,東京都大田区南雪谷5-3-12 CAFE CABIN,,35.58976,139.6882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131113,AA0100000008,東京都,大田区,子ども食堂ｳﾒｷｯﾁﾝ,コドモショクドウウメキッチン,,,東京都田園調布本町29-8 ごはん処梅吉,,35.7255,139.53816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131113,AA0100000009,東京都,大田区,子ども食堂ﾌﾗﾝｼｽｺの広場,コドモショクドウフランシスコノヒロバ,,,東京都大田区仲池上1-21-11,,35.5862,139.69809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131113,AA0100000010,東京都,大田区,こあら村のこども食堂,コアラムラノコドモショクドウ,,,東京都大田区久が原6-26-4 NPO法人こあら村,,35.57338,139.69456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131113,AA0100000011,東京都,大田区,馬込子まもり食堂,マゴメコマモリショクドウ,,,東京都大田区北馬込2-5-5 宗福寺,,35.59918,139.70973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131113,AA0100000012,東京都,大田区,れんげの会こども食堂Withおとな,レンゲノカイコドモショクドウウィズオトナ,,,東京都大田区西馬込2-20-1 ﾗｲﾌｺﾐｭﾆﾃｨ西馬込 他,,35.58641,139.70529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131113,AA0100000013,東京都,大田区,絆倶楽部,キズナクラブ,,,東京都大田区西馬込2-20-1 ﾗｲﾌｺﾐｭﾆﾃｨ西馬込 他,,35.58641,139.70529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
