全国地方公共団体コード,ID,都道府県,市区町村名,名称,名称_カナ,設置目的,実施支援の主な区分,住所,方書,緯度,経度,電話番号1,電話番号1_連絡先備考,電話番号2,電話番号2_連絡先備考,内線番号,FAX番号,URL,メールアドレス1,メールアドレス1_連絡先備考,メールアドレス2,メールアドレス2_連絡先備考,法人番号,運営団体名,開催頻度,開催曜日,開催日,開催開始時間,開催終了時間,開催日時特記事項,参加条件,参加費_幼児,参加費_小学生,参加費_中学生,参加費_高校生,参加費_大人,参加費特記事項,予約方法,予約特記事項,定員,フードパントリー実施,テイクアウト実施,学区,ネットワークの加入,追加情報NO,画像,画像_ライセンス,備考
131156,,東京都,杉並区,阿佐ヶ谷ガヤガヤ食堂,アサガヤガヤガヤショクドウ,,,東京都杉並区阿佐ヶ谷北2-25-8,久遠キリスト教会,,,090-6043-7558,,,,,,,,,,,,,5,土,,16:00,20:00,,,,,,,300,18歳未満無料,,,,,,,,,,,
131156,,東京都,杉並区,リベルタこども食堂,リベルタコドモショクドウ,,,東京都杉並区阿佐ヶ谷北2-5-7,ARK HOUSE ASAGAYA1F,,,(03)5356-5527,,,,,,,,,,,,,4,水,,17:00,,,,,,,,,こども無料　おとな300円以上の寄付,,,,,,,,,,,
131156,,東京都,杉並区,みんなのお家 エルガーハウス,ミンナノオウチエルガーハウス,,,東京都杉並区高円寺北2-14-13,IMAGINUS（イマジナス）,,,090-2445-3182,,,,,,,,,,,,,4,金,,,,,,,,,,300,無料：こども、ひとり親家庭、ハンディのある方とそのご家族、子育て中の親御さんが療養中のご家庭、コロナ禍で収入が減少したご家庭、一人暮らしの大学生,,,,,,,,,,,
131156,,東京都,杉並区,JAまごころ食堂,ジェイエーマゴコロショクドウ,,,東京都杉並区成田東5-18-7,JA東京中央城西支店,,,(03)3392-7271,,,,,,,,,,,,,8,,,,,,,,,,,500,こども100円,,,,,,,,,,,
131156,,東京都,杉並区,こども食堂あまてらす,コドモショクドウアマテラス,,,東京都杉並区阿佐谷南3-10-8,ハイム加藤102 あまてらす南阿佐ケ谷,,,(03)6915-1797,,,,,,,,,,,,,5,,,12:00,15:00,,,,,,,,こども無料、中学生以上寄付,,,,,,,,,,,
131156,,東京都,杉並区,おひさま食堂@南阿佐谷,オヒサマショクドウミナミアサガヤ,,,東京都杉並区阿佐谷南1-16-8,ISM ASAGAYA8階 暮らしの処方箋,,,,,,,,,,,,,,,,8,,,,,,,,,,,300,こども無料,,,,,,,,,,,
131156,,東京都,杉並区,トリドリ子ども食堂,トリドリコドモショクドウ,,,東京都杉並区阿佐谷南3-1-21,徳和ビル2F,,,,,,,,,,,,,,,,5,金,,17:00,19:00,,,,,,,300,こども無料,,,,,,,,,,,
131156,,東京都,杉並区,高円寺わくわく食堂,コウエンジワクワクショクドウ,,,東京都杉並区高円寺北2-14-13,IMAGINUS（イマジナス）,,,090-7228-9255,,,,,,,,,,,,,5,金,,17:00,19:00,,,,,,,300,こども無料,,,,,,,,,,,
131156,,東京都,杉並区,高円寺子ども食堂,コウエンジコドモショクドウ,,,東京都杉並区高円寺南2-33-32,カトリック高円寺協会,,,080-6584-0435,,,,,,,,,,,,,4,土,,12:00,14:00,,,,,,,300,こども無料,,,,,,,,,,,
131156,,東京都,杉並区,バードバス子ども食堂,バードバスコドモショクドウ,,,東京都杉並区和田3-6-7,caf? Birdbath,,,(03)3312-7888,,,,,,,,,,,,,5,木,,18:00,20:00,,,,,,,,こども・おとな無料,,,,,,,,,,,
131156,,東京都,杉並区,はっぴー食堂,ハッピーショクドウ,,,東京都杉並区和田1-41-10-2F,ゆうゆう和田館,,,(03)3312-7888,,,,,,,,,,,,,5,金,,18:00,20:00,,,,,,,,こども・おとな無料,,,,,,,,,,,
131156,,東京都,杉並区,寺子屋in妙法寺,テラコヤインミョウホウジ,,,東京都杉並区堀ノ内3-48-8,堀ノ内妙法寺,,,,,,,,,,,,,,,,8,土,,10:00,12:30,,小学生,,0,,,,,,,,,,,,,,,連絡先 suginami_kosapo@yahoo.co.jp
131156,,東京都,杉並区,杉並みんなの食堂,スギナミミンナノショクドウ,,,東京都杉並区和田2-21-39,救世軍杉並小隊,,,(03)6256-8191,,,,,,,,,,,,,5,,,17:00,19:00,,,,,,,,こども100円　おとな200円,,,,,,,,,,,
131156,,東京都,杉並区,ふくぷくひろば,フクプクヒロバ,,,東京都杉並区永福2-6-12,永福南児童館,,,,,,,,,,,,,,,,8,,,,,,,,,,,,こども無料,,,,,,,,,,,連絡先 suginami_kosapo@yahoo.co.jp
131156,,東京都,杉並区,八十八ちいき食堂,ヤソヤチイキショクドウ,,,東京都杉並区方南2-16-6,八十八-yasoya-豊香おむすび,,,090-5548-0088,,,,,,,,,,,,,4,火,,17:00,19:00,,どなたでも,,,,,,こども300円または寄付,,,,,,,,,,,
131156,,東京都,杉並区,方南にこにこパントリー,ホウナンニコニコパントリー,,,東京都杉並区方南1-51-7,ゆうゆう方南館,,,(03)3324-1171,,,,,,,,,,,,,8,,,,,,,,,,,,こども・おとな無料,,,,,,,,,,,
131156,,東京都,杉並区,子ども未来食堂,コドモミライショクドウ,,,東京都杉並区和泉4-48-15,高橋ビル1F グラス方南町店,,,080-7424-1788,,,,,,,,,,,,,5,月,,15:00,19:00,,,0,0,0,200,400,,,,,,,,,,,,
131156,,東京都,杉並区,ころころ食堂☆高井戸,コロコロショクドウタカイド,,,東京都杉並区下高井戸5-4-42,東都生協 さんぼんすぎセンター1階,,,(03)3305-3887,,,,,,,,,,,,,5,土,,12:00,13:00,,,,,,,,こども無料　おとなカンパ,,,,,,,,,,,
131156,,東京都,杉並区,こども食堂アランチーニ,コドモショクドウアランチーニ,,,東京都杉並区下高井戸3-1-4 2F,イタリアンレストランアランチーニ,,,,,,,,,,,,,,,,1,,,11:30,,,,,,,,,こども200円　おとな200円,,,,,,,,,,,
131156,,東京都,杉並区,四丁目子ども食堂,ヨンチョウメコドモショクドウ,,,東京都杉並区高円寺南4-28-2-1F,第2高円寺ビル1階,,,,,,,,,,,,,,,,,,,17:00,19:00,,親子・地域の子ども,,,,,,こども無料　おとな300円,,,,,,,,,,,
