全国地方公共団体コード,ID,都道府県,市区町村名,名称,名称_カナ,設置目的,実施支援の主な区分,住所,方書,緯度,経度,電話番号1,電話番号1_連絡先備考,電話番号2,電話番号2_連絡先備考,内線番号,FAX番号,URL,メールアドレス1,メールアドレス1_連絡先備考,メールアドレス2,メールアドレス2_連絡先備考,法人番号,運営団体名,開催頻度,開催曜日,開催日,開催開始時間,開催終了時間,開催日時特記事項,参加条件,参加費_幼児,参加費_小学生,参加費_中学生,参加費_高校生,参加費_大人,参加費特記事項,予約方法,予約特記事項,定員,フードパントリー実施,テイクアウト実施,学区,ネットワークの加入,追加情報NO,画像,画像_ライセンス,備考
131083,,東京都,江東区,グリーンタイガーこども食堂,グリーンタイガーコドモショクドウ,,,東京都江東区亀戸4-21-18,亀戸北地区集会所,,,,,,,,,https://greentiger.jp/,info@greentiger.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,たかもり食堂,タカモリショクドウ,,,東京都江東区森下3-12-17,高森地区集会所,,,090-4123-8283,,,,,,https://www.facebook.com/106843082108061/,takamori.tsumugi@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,佐賀町パパスこども食堂,サガマチパパスコドモショクドウ,,,東京都江東区佐賀1-16-6,レストランパパス,,,(03)3630-6540,,,,,,http://sagacho-papas.com,sagacho-papas@outlook.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,フローレンスの保育園こども食堂みんつく東雲,フローレンスノホイクエンコドモショクドウミンツクシノノメ,,,東京都江東区東雲2-1-22,キャッスルビル東雲2階（みんなのみらいをつくる保育園東雲）,,,(03)6380-7421,,,,,,http://mirai.florence.or.jp/minnanomirai/shinonome/,mintsuku-shinonome@florence.or.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,深川姉御家『健康&食育』こども食堂,フカガワアネゴヤケンコウショクイクコドモショクドウ,,,東京都江東区深川2-6-2,泉屋ビル1階奥,,,(03)5875-9803,,,,,,https://www.instagram.com/anegoyafukagawa,anegoyadesu@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,すずね食堂,スズネショクドウ,,,東京都江東区大島4-16-6,大島4丁目町会会館,,,,,,,,,,cok76ty382@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,丸盛,マルモリ,,,東京都江東区南砂2-3-1-106,,,,,,,,,,,xiaoli@i.softbank.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,ぐっち子ども食堂,グッチコドモショクドウ,,,東京都江東区北砂4-34-2,,,,(03)6458-4965,,,,,,https://www.facebook.com/gucchikodomo,taniguchi@fpestate.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,子ども食堂りとるふぉれすと,コドモシュオクドウリトルフォレスト,,,東京都江東区扇橋3-22-2,パルシティ江東,,,080-1162-4100,,(080)3437-0307,,,,https://littleforest.my.canva.site/,kodomosyokudo.koto@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,チア食堂すた～でぃあむ☆,チアショクドウスターディアム,,,東京都江東区門前仲町1-13-12,HYPERMIX門前仲町,,,(03)5875-9008,,,,,,https://stardium.jp,info@stardium.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131083,,東京都,江東区,いちばん星子ども食堂,イチバンボシコドモショクドウ,,,東京都江東区森下1-5-12,,,,(03)6659-6254,,(090)1113-4130,,,,https://www.instagram.com/polaris_kodama,polaris.kodama@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
