﻿全国地方公共団体コード,ID,都道府県,市区町村名,名称,名称_カナ,設置目的,実施支援の主な区分,住所,方書,緯度,経度,電話番号1,電話番号1_連絡先備考,電話番号2,電話番号2_連絡先備考,内線番号,FAX番号,URL,メールアドレス1,メールアドレス1_連絡先備考,メールアドレス2,メールアドレス2_連絡先備考,法人番号,運営団体名,開催頻度,開催曜日,開催日,開催開始時間,開催終了時間,開催日時特記事項,参加条件,参加費_幼児,参加費_小学生,参加費_中学生,参加費_高校生,参加費_大人,参加費特記事項,予約方法,予約特記事項,定員,フードパントリー実施,テイクアウト実施,学区,ネットワークの加入,追加情報NO,画像,画像_ライセンス,備考
131202,11,東京都,練馬区,ハッピーお茶家ころころ,ハッピーオチャヤエコロコロ,,,東京都練馬区東大泉1-15-10,ハッピーお茶家ころころ,,,(080)5298-3016,,(03)6796-8080,"第1拠点 ",,,https://happyhiroba.wixsite.com/mysite,,,,,,NPO法人ハッピーひろば,4,火,,16:30,18:30,,,0,100,100,200,300,,,,,,,,,,,,
131202,12,東京都,練馬区,光が丘サンサン食堂,ヒカリガオカサンサンショクドウ,,,東京都練馬区光が丘3-9-3-206,南外階段2F NPOむすび,,,(080)2068-5286,,,,,,https://www.instagram.com/sunsunkodomosyokudo,,,,,,光が丘サンサンこども食堂,5,金,,17:00,19:30,毎月第４または第５金曜日,,0,0,0,0,300,,,,,,,,,,,,
131202,13,東京都,練馬区,ふろしきこども食堂,フロシキコドモショクドウ,,,東京都練馬区練馬4-17-2,グリンデル豊島園102 ふろしき事務所,,,(03)5999-1030,,,,,,,,,,,,認定NPO法人アビリティクラブたすけあい練馬たすけあいワーカーズふろしき,5,金,,,,①午後５時30分～６時30分 ②午後６時30分～７時30分,,0,0,0,0,300,,,,30,,,,,,,,
131202,14,東京都,練馬区,まるてる子ども食堂,マルテルコドモショクドウ,,,東京都練馬区栄町31-6,ベルウッドビル101 まるてる食堂江古田店,,,(03)6386-2418,,,,,,https://twitter.com/maruteru_ekoda,,,,,,まるてる食堂,5,日,,11:00,15:00,,,0,0,0,0,,子ども:無料 大人:付き添いにて無料,,,,,,,,,,,
131202,15,東京都,練馬区,みんなの食堂すまいる,ミンナノショクドウスマイル,,,東京都練馬区石神井町3-2-8,レイクサイド石神井公園1F みんなのカフェ すまいる-VIVIFY,,,(03)6310-3034,,,,,,,,,,,,社会福祉法人未来こどもランド,5,水,,17:30,19:30,1回目午後5時30分～午後6時30分 2回目午後6時30分～午後7時30分,,,,,,,18歳以下：100円 19歳以上：300円,,,20,,,,,,,,
131202,16,東京都,練馬区,らくぜん子ども食堂,ラクゼンコドモショクドウ,,,東京都練馬区旭町1-31-4,NPO法人楽膳倶楽部,,,(03)6915-6300,,,,,,http://www.rakuzenkurabu.jp,,,,,,NPO法人楽膳倶楽部,5,日,,11:30,13:30,,,200,200,200,200,200,,Googleフォーム,,,,,,,,,,
131202,17,東京都,練馬区,ぼっとう＆よはくこどもとおとな食堂,ボットウヨハクコドモトオトナショクドウ,,,東京都練馬区旭丘1-65-18,旭丘ダイヤモンドビル202 ぼっとう＆よはく,,,,,,,,,https://bottou489.com/,,,,,,ぼっとう＆よはく,5,日,,12:00,17:00,,,0,0,0,0,,子ども：無料 大人：カンパ制,,,25,,,,,,,,
131202,18,東京都,練馬区,長さんこども食堂,チョウサンコドモショクドウ,,,東京都練馬区大泉町2-54-9,そば処「長治」,,,(080)3127-2519,,,,,,,,,,,,長さんこども食堂,5,火,,17:00,20:00,,,0,0,300,300,,,,,20,,,,,,,,
131202,19,東京都,練馬区,旭町こども食堂ニコ,アサヒチョウコドモショクドウニコ,,,東京都練馬区旭町 3-26-7,柴崎ビル1階 旭町こども食堂ニコ 事務所,,,(03)6904-2782,,,,,,https://twitter.com/nikokids2022,,,,,,旭町こども食堂ニコ,5,水,,17:30,20:00,,,100,100,100,100,300,,,,,,,,,,,,
131202,20,東京都,練馬区,こども食堂バァバんち,コドモショクドウバァバンチ,,,東京都練馬区中村１-8-2-7,こども食堂バァバんち,,,(080)8047-6119,,,,,,https://www.wixwp.net,,,,,,特定非営利活動法人こども食堂バァバんち,3,月金,,,,午前11:30～午後2:00 午後4:00～7:30,,0,0,0,0,300,,,,,,,,,,,,
131202,21,東京都,練馬区,こども食堂ぽてと,コドモショクドウポテト,,,東京都練馬区練馬4-6-5,すぎのこぽてと,,,(03)5946-6746,,,,,,https://www.potato.or.jp,,,,,,NPO法人保育サービスぽてと,5,火,,,,毎月第3火曜日二部制 1回目午後5:30～6:15 2回目午後6:30～7:15,孤食をしている小学生、中学生が対象で、事前に保護者の申し込み・同意書が必要です,,0,0,,,,,事前に保護者の申し込み・同意書が必要です,20,,,,,,,,
131202,22,東京都,練馬区,みさよ子ども食堂,ミサヨコドモショクドウ,,,東京都練馬区土支田3-27-27,みさよはうす土支田,,,(03)5947-2555,,,,,,,,,,,,社会福祉法人シルヴァーウィング特別養護老人ホームみさよはうす土支田,5,土,,12:30,14:00,,近隣居住の小学生を対象としています,,0,,,,,,※開催週の水曜日までにご連絡をお願いします,6,,,,,,,,
131202,23,東京都,練馬区,ＳＯＭＰＯケアそんぽの家Ｓ江古田,ソンポケアソンポノイエエスエコダ,,,東京都練馬区旭丘2丁目5-2,そんぽの家Ｓ江古田食堂,,,(03)5964-5880,,,,,,https://www.sompocare.com/service/home/satsuki/H000355,,,,,,ＳＯＭＰＯケア そんぽの家Ｓ江古田,5,土,,13:00,,,,,,,,,17歳以下の方：無料 18歳以上の付き添い方：1人300円(税込み),,,,,,,,,,,
131202,24,東京都,練馬区,ＳＯＭＰＯケアそんぽの家Ｓ大泉北,ソンポケアソンポノイエエスオオイズミキタ,,,東京都練馬区大泉町5丁目2-5,そんぽの家Ｓ大泉北食堂,,,(03)5947-5658,,,,,,"https://www.sompocare.com/service/home
/satsuki/H000366",,,,,,ＳＯＭＰＯケア そんぽの家Ｓ大泉北,5,土,,13:00,,,,,,,,,17歳以下の方：無料 18歳以上の付き添い方：1人300円(税込み),,,,,,,,,,,
131202,25,東京都,練馬区,ＳＯＭＰＯケアそんぽの家Ｓ上石神井,ソンポケアソンポノイエエスカミシャクジイ,,,東京都練馬区上石神井2-22-27,そんぽの家Ｓ上石神井食堂,,,(03)5903-7522,,,,,,"https://www.sompocare.com/service/home
/satsuki/H000409",,,,,,ＳＯＭＰＯケア そんぽの家Ｓ上石神井,5,土,,13:00,,,,,,,,,17歳以下の方：無料 18歳以上の付き添い方：1人300円(税込み),,,,,,,,,,,
131202,26,東京都,練馬区,ＳＯＭＰＯケアそんぽの家Ｓ平和台,ソンポケアソンポノイエエスヘイワダイ,,,東京都練馬区平和台4丁目9-14,そんぽの家Ｓ平和台食堂,,,(03)5922-5651,,,,,,"https://www.sompocare.com/service/home
/satsuki/H000419",,,,,," ＳＯＭＰＯケア そんぽの家Ｓ平和台",5,土,,13:00,,,,,,,,,17歳以下の方：無料 18歳以上の付き添い方：1人300円(税込み),,,,,,,,,,,
131202,27,東京都,練馬区,ＳＯＭＰＯケアそんぽの家Ｓ練馬土支田,ソンポケアソンポノイエスネリマドシダ,,,東京都練馬区土支田2-21-3,そんぽの家Ｓ練馬土支田食堂,,,(03)5947-5355,,,,,,"https://www.sompocare.com/service/home
/satsuki/H000305",,,,,,ＳＯＭＰＯケア そんぽの家Ｓ練馬土支田,5,土,,12:00,,,,,,,,,17歳以下の方：無料 18歳以上の付き添い方：1人300円(税込み),,,,,,,,,,,
131202,28,東京都,練馬区,ＳＯＭＰＯケアそんぽの家石神井公園,ソンポケアソンポノイエシャクジイコウエン,,,東京都練馬区石神井町2-34-14,そんぽの家石神井公園食堂,,,(03)5923-6292,,,,,,"https://www.sompocare.com/service/home
/kaigo/H000259",,,,,,ＳＯＭＰＯケア そんぽの家石神井公園,5,土,,13:00,,,,,,,,,17歳以下の方：無料 18歳以上の付き添い方：1人300円(税込み),,,,,,,,,,,
131202,29,東京都,練馬区,ＳＯＭＰＯケアそんぽの家光が丘,ソンポケアソンポノイエヒカリガオカ,,,東京都練馬区土支田1-15-16,そんぽの家光が丘食堂,,,(03)5383-7131,,,,,,"https://www.sompocare.com/service/home
/kaigo/H000162",,,,,,ＳＯＭＰＯケア そんぽの家光が丘,5,土,,13:00,,,,,,,,,17歳以下の方：無料 18歳以上の付き添い方：1人300円(税込み),,,,,,,,,,,
131202,30,東京都,練馬区,ＳＯＭＰＯケアそんぽの家氷川台,ソンポケアソンポノイエヒカワダイ,,,東京都練馬区氷川台3-2-6,そんぽの家氷川台食堂,,,(03)5922-6644,,,,,,"https://www.sompocare.com/service/home
/kaigo/H000246",,,,,,ＳＯＭＰＯケア そんぽの家氷川台,5,土,,13:00,,,,,,,,,17歳以下の方：無料 18歳以上の付き添い方：1人300円(税込み),,,,,,,,,,,
131202,31,東京都,練馬区,ＳＯＭＰＯケアそんぽの家ＧＨ桜台,ソンポケアソンポノイエゴーエイチサクラダイ,,,東京都練馬区桜台2-29-11,そんぽの家ＧＨ桜台食堂,,,(03)5912-6751,,,,,,"https://www.sompocare.com/service/home
/grouphome/Z000071",,,,,,ＳＯＭＰＯケア そんぽの家ＧＨ桜台,5,土,,13:00,,,,,,,,,17歳以下の方：無料 18歳以上の付き添い方：1人300円(税込み),,,,,,,,,,,
131202,32,東京都,練馬区,ＳＯＭＰＯケアラヴィーレ鷺ノ宮,ソンポケアラヴィーレサギノミヤ,,,東京都練馬区中村南3-23-11,ラヴィーレ鷺ノ宮食堂,,,(03)3577-6541,,,,,,"https://www.sompocare.com/service/home
/kaigo/H000040",,,,,,ＳＯＭＰＯケア ラヴィーレ鷺ノ宮,5,土,,13:00,,,,,,,,,17歳以下の方：無料 18歳以上の付き添い方：1人300円(税込み),,,,,,,,,,,
131202,33,東京都,練馬区,ＳＯＭＰＯケアラヴィーレ練馬,ソンポケアラヴィーレネリマ,,,東京都練馬区豊玉中2-27-10,ラヴィーレ練馬食堂,,,(03)5999-6511,,,,,,"https://www.sompocare.com/service/home
/kaigo/H000086",,,,,,ＳＯＭＰＯケア ラヴィーレ練馬,5,土,,13:00,,,,,,,,,17歳以下の方：無料 18歳以上の付き添い方：1人300円(税込み),,,,,,,,,,,
131202,34,東京都,練馬区,ＳＯＭＰＯケアラヴィーレ南大泉,ソンポケアラヴィーレミナミオオイズミ,,,東京都練馬区南大泉2-1-28,ラヴィーレ南大泉食堂,,,(03)3978-4165,,,,,,"https://www.sompocare.com/service/home
/kaigo/H000081",,,,,,ＳＯＭＰＯケア ラヴィーレ南大泉,5,土,,13:00,,,,,,,,,17歳以下の方：無料 18歳以上の付き添い方：1人300円(税込み),,,,,,,,,,,
131202,35,東京都,練馬区,石神井台かめさん食堂,シャクジイダイカメサンショクドウ,,,東京都練馬区石神井台3-20-9,メゾン・ド・クレイン103 シェアキッチンR,,,(070)9080-1760,,,,,,https://www.instagram.com/kamesan_shokudo/,,,,,,ハカルヒトはかりや,3,火,,17:00,21:00,,,0,0,0,0,,料金：子ども：無料大人：付き添い方は無料 ※大人単身の方は500円でテイクアウトのみ対応しています,,,20,,,,,,,,
131202,36,東京都,練馬区,子ども未来食堂,コドモミライショクドウ,,,東京都練馬区羽沢2-5-3,羽沢町会事務所,,,(070)2196-0123,,,,,,https://kodomomirai.tokyo,,,,,,NPO法人子ども未来食堂,5,,,17:00,20:00,,,,,,,,,,,,1,,,,,,,
131202,37,東京都,練馬区,感動こども食堂ときわ亭練馬店,カンドウコドモショクドウトキワテイネリマテン,,,東京都練馬区豊玉北5-19-1," K・Sビル1階 ときわ亭練馬店",,,(03)3557-0598,,,,,,https://kando-c.co.jp/kodomo/,,,,,,感動こども食堂,1,月火水木金土日,,16:00,19:00,,※大人の方は、子ども付き添いの保護者に限り、対象,0,0,0,0,500,,LINE,,,,,,,,,,
131202,38,東京都,練馬区,ねりたか子ども食堂,ネリタカコドモショクドウ,,,東京都練馬区旭町1-12-31,"ねりたか ",,,(03)6317-7128,,,,,,,,,,,,ねりたか子ども食堂,5,火,,17:00,20:00,,,100,100,100,100,300,,,,,,,,,,,,
131202,39,東京都,練馬区,ころころ子ども食堂,コロコロコドモショクドウ,,,東京都練馬区大泉学園町１-７-13,生活クラブ大泉センター ２階,,,,,,,,,https://www.instagram.com/coro_coro52/,,,,,,子どもの居場所「ころころ」,5,金,,15:00,17:30,,対象は小学生,,0,,,,,,,9,,,,,,,,
131202,40,東京都,練馬区,みんなン家,ミンナンチ,,,東京都練馬区光が丘２-４-10,光が丘福祉園,,,"(03)3976-9168 ",,(090)3530-9936,担当  冨永,,,,,,,,,みんなン家,5,土,,12:00,14:00,,,0,0,0,0,300,,,,,1,,,,,,,
